Отметка времени,"1. Название района республики, в котором Вы проживаете:","2. Название города (села или другого населенного пункта), в котором Вы проживаете",3. Тип населенного пункта,4. Ваш пол:,5. Ваш возраст (количество полных лет):,6. Уровень Вашего образования (ОДИН ответ):,7. Каков Ваш социальный статус (ОДИН ответ)?,8. Каков Ваш социальный статус (ОДИН ответ)?,9. Каков Ваш социальный статус (ОДИН ответ)?,10. Каков Ваш социальный статус (ОДИН ответ)?,11. Каков Ваш социальный статус (ОДИН ответ)?,12. Ваше семейное положение (ОДИН ответ):,13. Какое высказывание точнее описывает материальное положение Вашей семьи в настоящее время (ОДИН ответ)?,"14. Как Вы считаете, большинству людей можно доверять или в отношениях с людьми следует быть осторожными (ОДИН ОТВЕТ)?","15. Если говорить о людях, которые окружают лично Вас, большинству из них можно доверять или в отношениях с ними стоит быть осторожными?",[Телевидение],[Телевидение].1,[Объединенный] Телевидение,[Интернет-издания],[Интернет-издания].1,[Объединенный] Интернет-издания,[Социальные сети],[Социальные сети].1,[Объединенный] Социальные сети,[Друзья],[Друзья].1,[Объединенный] Друзья,[Газеты],[Газеты].1,[Объединенный] Газеты,[Радио],[Радио].1,[Объединенный] Радио,[Журналы],[Журналы].1,[Объединенный] Журналы,[Телеграм-каналы],[Телеграм-каналы].1,[Объединенный] Телеграм-каналы,"16. Вспомните, пожалуйста, названия двух-трех конкретных источников, из которых Вы обычно получаете новости (напишите)?","17. Скажите, пожалуйста, Вы слышали или не слышали выражение «фейковые новости» (ОДИН ответ)?","18. Что такое «фейковые новости»? Расскажите в двух-трех словах, как Вы понимаете это выражение (напишите)?","19. Скажите, сталкивались ли Вы за последний год с подобного рода сообщениями, и если да, то как часто (ОДИН ответ)?","20. Скажите, где Вы чаще всего за последний год сталкивались с выдуманными, фейковыми новостями (не более ТРЕХ ответов)?","21. Скажите, где Вы чаще всего за последний год сталкивались с выдуманными, фейковыми новостями (не более ТРЕХ ответов)?","22. Скажите, где Вы чаще всего за последний год сталкивались с выдуманными, фейковыми новостями (не более ТРЕХ ответов)?","23. Скажите, где Вы чаще всего за последний год сталкивались с выдуманными, фейковыми новостями (не более ТРЕХ ответов)?","24. Как Вы думаете, в тех источниках, где Вы обычно узнаете новости, фейковая, недостоверная информация встречается чаще или реже, чем везде?","25. Скажите, проверяете ли Вы или нет новости на достоверность, правдивость, прежде чем поделиться ими с друзьями?","26. Назовите, пожалуйста, хотя бы одну выдуманную, фейковую новость, которая Вам запомнилась больше всего (напишите)?","27. Вспомните, попадали ли Вы за последний год в такую ситуацию, когда Вы поверили какой-либо информации?","28. Скажите, а случалось ли такое, что Вы поделились какой-либо информацией с друзьями, родственниками, знакомыми?","29. Как Вы думаете, большинство людей могут или нет отличить выдуманные, фейковые новости от правдивых, достоверных (ОДИН ответ)?","30. Как Вы думаете, Вы лично чаще всего можете или нет отличить выдуманные, фейковые новости от правдивых, достоверных (ОДИН ответ)?","31. По каким признакам можно отличить выдуманную, фейковую новость от правдивой, достоверной? На что полагаетесь лично Вы (напишите)?","32. По каким признакам можно отличить выдуманную, фейковую новость от правдивой, достоверной? На что полагаетесь лично Вы (напишите)?","33. По каким признакам можно отличить выдуманную, фейковую новость от правдивой, достоверной? На что полагаетесь лично Вы (напишите)?","34. По каким признакам можно отличить выдуманную, фейковую новость от правдивой, достоверной? На что полагаетесь лично Вы (напишите)?","35. Какие признаки, напротив, отличают правдивую, достоверную новость от выдуманной, фейковой? На что полагаетесь лично Вы (напишите)?",Великобритания,Германия,Китай,Латвия,Польша,Россия,Северная Корея,Сербия,США,Турция,Украина,Финляндия,Франция,Эстония
5.5.2023 15:54:31,9) Инсарский район,Инсар,2. Города и пгт,2. Женский,44,"4. Незаконченное высшее, высшее, ученая степень",1. Работаю по найму в бюджетной сфере,#NULL!,#NULL!,#NULL!,,1. Женат (замужем),"3. На одежду, обувь денег хватает, но крупную бытовую технику купить не можем",2. В отношениях с людьми следует быть осторожными,1. Большинству людей можно доверять,1. Пользуюсь,#NULL!,Пользуюсь,1. Пользуюсь,#NULL!,Пользуюсь,1. Пользуюсь,#NULL!,Пользуюсь,2. Доверяю,#NULL!,Доверяю,2. Доверяю,#NULL!,Доверяю,0,#NULL!,#NULL!,2. Доверяю,#NULL!,Доверяю,1. Пользуюсь,#NULL!,Пользуюсь,1 канал,"1. Знаю, что это такое","Новости, не соответствующие действительности.",3. По нескольку раз в месяц,3. Социальные сети,#NULL!,#NULL!,,5. Затрудняюсь ответить,2. Если есть возможность — проверяю,Начало второй волны мобилизации.,5. Затрудняюсь ответить,3. Скорее нет,2. В большинстве случаев могут отличить,2. В большинстве случаев могут отличить,,#NULL!,#NULL!,#NULL!,,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,2. В большинстве случаев могут отличить «фейковые новости»,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить
4.28.2023 13:40:25,23) Городской округ Саранск,с. Куликова,3. Села,1. Мужской,40,"4. Незаконченное высшее, высшее, ученая степень",1. Работаю по найму в бюджетной сфере,#NULL!,#NULL!,#NULL!,,2. Холост (не замужем),"4. На бытовую технику денег хватает, но автомобиль купить не можем",1. Большинству людей можно доверять,1. Большинству людей можно доверять,1. Пользуюсь,#NULL!,Пользуюсь,1. Пользуюсь,#NULL!,Пользуюсь,1. Пользуюсь,#NULL!,Пользуюсь,2. Доверяю,#NULL!,Доверяю,1. Пользуюсь,#NULL!,Пользуюсь,1. Пользуюсь,#NULL!,Пользуюсь,2. Доверяю,#NULL!,Доверяю,1. Пользуюсь,#NULL!,Пользуюсь,"1,2,4,5 каналы, одноклассники, в контакте","1. Знаю, что это такое",Новости подделка,2. По нескольку раз в неделю,3. Социальные сети,"4. Друзья, родные, знакомые",8. Телеграм-каналы,,5. Затрудняюсь ответить,2. Если есть возможность — проверяю,Дискриминация девушек с волосатыми ногами в питерском вузе,3. Скорее нет,5. Затрудняюсь ответить,2. В большинстве случаев могут отличить,2. В большинстве случаев могут отличить,,#NULL!,#NULL!,#NULL!,,5. Затрудняюсь ответить,5. Затрудняюсь ответить,2. В большинстве случаев могут отличить «фейковые новости»,5. Затрудняюсь ответить,5. Затрудняюсь ответить,2. В большинстве случаев могут отличить «фейковые новости»,2. В большинстве случаев могут отличить «фейковые новости»,2. В большинстве случаев могут отличить «фейковые новости»,5. Затрудняюсь ответить,3. В большинстве случаев не могут отличить «фейковые новости»,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить
4.28.2023 17:42:51,25,Саранск,1. Саранск,1. Мужской,36,"4. Незаконченное высшее, высшее, ученая степень",2. Работаю по найму в коммерческой сфере,#NULL!,#NULL!,#NULL!,,1. Женат (замужем),"4. На бытовую технику денег хватает, но автомобиль купить не можем",2. В отношениях с людьми следует быть осторожными,1. Большинству людей можно доверять,1. Пользуюсь,3. Не доверяю,"Пользуюсь, но не доверяю",1. Пользуюсь,3. Не доверяю,"Пользуюсь, но не доверяю",1. Пользуюсь,3. Не доверяю,"Пользуюсь, но не доверяю",1. Пользуюсь,2. Доверяю,Пользуюсь и доверяю,2. Доверяю,#NULL!,Доверяю,1. Пользуюсь,3. Не доверяю,"Пользуюсь, но не доверяю",2. Доверяю,#NULL!,Доверяю,1. Пользуюсь,2. Доверяю,Пользуюсь и доверяю,,"1. Знаю, что это такое",Новости лживые,4. Несколько раз в год,"2. Интернет-издания (газеты, журналы, информационные порталы)",8. Телеграм-каналы,#NULL!,,5. Затрудняюсь ответить,2. Если есть возможность — проверяю,Уничтожение российской армии,2. Скорее да,2. Скорее да,3. В большинстве случаев не могут отличить,3. В большинстве случаев не могут отличить,,#NULL!,#NULL!,#NULL!,,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,4. Почти всегда не могут отличить «фейковые новости»,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить
5.19.2023 23:17:44,19) Темниковский район,Русское караево,3. Села,2. Женский,53,"3. Среднее профессиональное (техникум, колледж)",2. Работаю по найму в коммерческой сфере,#NULL!,#NULL!,#NULL!,,1. Женат (замужем),"4. На бытовую технику денег хватает, но автомобиль купить не можем",2. В отношениях с людьми следует быть осторожными,2. В отношениях с людьми следует быть осторожными,2. Доверяю,#NULL!,Доверяю,1. Пользуюсь,#NULL!,Пользуюсь,2. Доверяю,#NULL!,Доверяю,1. Пользуюсь,#NULL!,Пользуюсь,2. Доверяю,#NULL!,Доверяю,1. Пользуюсь,#NULL!,Пользуюсь,2. Доверяю,#NULL!,Доверяю,1. Пользуюсь,#NULL!,Пользуюсь,,"1. Знаю, что это такое","Придуманные новости, неправда",3. По нескольку раз в месяц,"2. Интернет-издания (газеты, журналы, информационные порталы)",3. Социальные сети,"4. Друзья, родные, знакомые",,2. Скорее чаще,1. Обязательно проверяю,"Похоронили участника СВО, хотя он жив",2. Скорее да,4. Определенно нет,2. В большинстве случаев могут отличить,4. Почти всегда не могут отличить,,#NULL!,#NULL!,#NULL!,,1. Практически всегда могут отличить «фейковые новости»,2. В большинстве случаев могут отличить «фейковые новости»,1. Практически всегда могут отличить «фейковые новости»,2. В большинстве случаев могут отличить «фейковые новости»,1. Практически всегда могут отличить «фейковые новости»,3. В большинстве случаев не могут отличить «фейковые новости»,1. Практически всегда могут отличить «фейковые новости»,3. В большинстве случаев не могут отличить «фейковые новости»,1. Практически всегда могут отличить «фейковые новости»,2. В большинстве случаев могут отличить «фейковые новости»,4. Почти всегда не могут отличить «фейковые новости»,2. В большинстве случаев могут отличить «фейковые новости»,3. В большинстве случаев не могут отличить «фейковые новости»,1. Практически всегда могут отличить «фейковые новости»
4.28.2023 9:48:49,14) Краснослободский район,Краснослободск,2. Города и пгт,2. Женский,28,"4. Незаконченное высшее, высшее, ученая степень","4. Индивидуальный предприниматель, самозанятый",#NULL!,#NULL!,#NULL!,,1. Женат (замужем),"4. На бытовую технику денег хватает, но автомобиль купить не можем",2. В отношениях с людьми следует быть осторожными,1. Большинству людей можно доверять,2. Доверяю,#NULL!,Доверяю,2. Доверяю,#NULL!,Доверяю,1. Пользуюсь,#NULL!,Пользуюсь,1. Пользуюсь,#NULL!,Пользуюсь,2. Доверяю,#NULL!,Доверяю,2. Доверяю,#NULL!,Доверяю,2. Доверяю,#NULL!,Доверяю,1. Пользуюсь,#NULL!,Пользуюсь,,"2. Слышал, но подробностей не знаю",Не достоверная информация,2. По нескольку раз в неделю,1. Телевидение,3. Социальные сети,8. Телеграм-каналы,,2. Скорее чаще,1. Обязательно проверяю,,5. Затрудняюсь ответить,5. Затрудняюсь ответить,2. В большинстве случаев могут отличить,2. В большинстве случаев могут отличить,,#NULL!,#NULL!,#NULL!,,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить
4.28.2023 11:01:38,3) Атяшевский район,С. Ахматово,3. Села,1. Мужской,18,"1. Основное (до 9 классов), среднее (до 10—11 классов)","5. Студент, учащийся",#NULL!,#NULL!,#NULL!,,2. Холост (не замужем),"5. На автомобиль денег хватает, но квартиру или дом купить не можем",2. В отношениях с людьми следует быть осторожными,1. Большинству людей можно доверять,3. Не доверяю,#NULL!,Не доверяю,2. Доверяю,#NULL!,Доверяю,1. Пользуюсь,2. Доверяю,Пользуюсь и доверяю,1. Пользуюсь,2. Доверяю,Пользуюсь и доверяю,2. Доверяю,#NULL!,Доверяю,2. Доверяю,#NULL!,Доверяю,2. Доверяю,#NULL!,Доверяю,1. Пользуюсь,2. Доверяю,Пользуюсь и доверяю,,4. Затрудняюсь ответить,Выдуманные новости,5. Не сталкивался,10. Затрудняюсь ответить,#NULL!,#NULL!,,3. Скорее реже,2. Если есть возможность — проверяю,,1. Безусловно да,3. Скорее нет,3. В большинстве случаев не могут отличить,2. В большинстве случаев могут отличить,,#NULL!,#NULL!,#NULL!,,3. В большинстве случаев не могут отличить «фейковые новости»,4. Почти всегда не могут отличить «фейковые новости»,3. В большинстве случаев не могут отличить «фейковые новости»,3. В большинстве случаев не могут отличить «фейковые новости»,5. Затрудняюсь ответить,2. В большинстве случаев могут отличить «фейковые новости»,2. В большинстве случаев могут отличить «фейковые новости»,3. В большинстве случаев не могут отличить «фейковые новости»,3. В большинстве случаев не могут отличить «фейковые новости»,3. В большинстве случаев не могут отличить «фейковые новости»,3. В большинстве случаев не могут отличить «фейковые новости»,2. В большинстве случаев могут отличить «фейковые новости»,3. В большинстве случаев не могут отличить «фейковые новости»,1. Практически всегда могут отличить «фейковые новости»
4.12.2023 21:19:57,8) Зубово-Полянский район,п. Школа тракторных бригадиров,3. Села,2. Женский,20,"4. Незаконченное высшее, высшее, ученая степень","5. Студент, учащийся",#NULL!,#NULL!,#NULL!,,2. Холост (не замужем),"4. На бытовую технику денег хватает, но автомобиль купить не можем",2. В отношениях с людьми следует быть осторожными,1. Большинству людей можно доверять,1. Пользуюсь,#NULL!,Пользуюсь,1. Пользуюсь,#NULL!,Пользуюсь,1. Пользуюсь,#NULL!,Пользуюсь,1. Пользуюсь,#NULL!,Пользуюсь,1. Пользуюсь,#NULL!,Пользуюсь,1. Пользуюсь,#NULL!,Пользуюсь,3. Не доверяю,#NULL!,Не доверяю,1. Пользуюсь,#NULL!,Пользуюсь,,"1. Знаю, что это такое",искажение достоверной информации или вообще выдуманные истории,6. Затрудняюсь ответить,"2. Интернет-издания (газеты, журналы, информационные порталы)",#NULL!,#NULL!,,3. Скорее реже,2. Если есть возможность — проверяю,,3. Скорее нет,3. Скорее нет,3. В большинстве случаев не могут отличить,2. В большинстве случаев могут отличить,,#NULL!,#NULL!,#NULL!,,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить
5.10.2023 8:47:45,10) Ичалковский район,Оброчное,3. Села,1. Мужской,32,"4. Незаконченное высшее, высшее, ученая степень",3. Государственный или муниципальный служащий,#NULL!,#NULL!,#NULL!,,2. Холост (не замужем),"4. На бытовую технику денег хватает, но автомобиль купить не можем",2. В отношениях с людьми следует быть осторожными,1. Большинству людей можно доверять,1. Пользуюсь,#NULL!,Пользуюсь,1. Пользуюсь,#NULL!,Пользуюсь,1. Пользуюсь,2. Доверяю,Пользуюсь и доверяю,1. Пользуюсь,#NULL!,Пользуюсь,1. Пользуюсь,#NULL!,Пользуюсь,1. Пользуюсь,#NULL!,Пользуюсь,3. Не доверяю,#NULL!,Не доверяю,1. Пользуюсь,#NULL!,Пользуюсь,Вк,"1. Знаю, что это такое","""это то что говорят не правду",#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,,3. Скорее нет,3. Скорее нет,2. В большинстве случаев могут отличить,5. Затрудняюсь ответить,,#NULL!,#NULL!,#NULL!,,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,2. В большинстве случаев могут отличить «фейковые новости»,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить
4.28.2023 12:58:40,23) Городской округ Саранск,Саранск,1. Саранск,2. Женский,37,"4. Незаконченное высшее, высшее, ученая степень",1. Работаю по найму в бюджетной сфере,#NULL!,#NULL!,#NULL!,,1. Женат (замужем),"3. На одежду, обувь денег хватает, но крупную бытовую технику купить не можем",3. Затрудняюсь ответить,3. Затрудняюсь ответить,1. Пользуюсь,#NULL!,Пользуюсь,1. Пользуюсь,#NULL!,Пользуюсь,1. Пользуюсь,#NULL!,Пользуюсь,1. Пользуюсь,#NULL!,Пользуюсь,1. Пользуюсь,#NULL!,Пользуюсь,1. Пользуюсь,#NULL!,Пользуюсь,3. Не доверяю,#NULL!,Не доверяю,1. Пользуюсь,#NULL!,Пользуюсь,,"1. Знаю, что это такое",,3. По нескольку раз в месяц,"4. Друзья, родные, знакомые",7. Журналы,8. Телеграм-каналы,,3. Скорее реже,"3. Все зависит от ситуации: иногда — проверяю, иногда — нет",,2. Скорее да,5. Затрудняюсь ответить,2. В большинстве случаев могут отличить,2. В большинстве случаев могут отличить,,#NULL!,#NULL!,#NULL!,,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить
4.29.2023 14:14:50,23) Городской округ Саранск,Саранск,1. Саранск,1. Мужской,22,"4. Незаконченное высшее, высшее, ученая степень","5. Студент, учащийся",#NULL!,#NULL!,#NULL!,,2. Холост (не замужем),"2. На питание денег хватает, но одежду, обувь купить не можем",2. В отношениях с людьми следует быть осторожными,2. В отношениях с людьми следует быть осторожными,3. Не доверяю,#NULL!,Не доверяю,1. Пользуюсь,#NULL!,Пользуюсь,2. Доверяю,#NULL!,Доверяю,1. Пользуюсь,2. Доверяю,Пользуюсь и доверяю,1. Пользуюсь,2. Доверяю,Пользуюсь и доверяю,1. Пользуюсь,2. Доверяю,Пользуюсь и доверяю,3. Не доверяю,#NULL!,Не доверяю,1. Пользуюсь,2. Доверяю,Пользуюсь и доверяю,,"1. Знаю, что это такое","Неправдивые новости, которые изменяют представление людей о действительности",3. По нескольку раз в месяц,3. Социальные сети,#NULL!,#NULL!,,5. Затрудняюсь ответить,2. Если есть возможность — проверяю,,1. Безусловно да,1. Безусловно да,2. В большинстве случаев могут отличить,2. В большинстве случаев могут отличить,,#NULL!,#NULL!,#NULL!,,2. В большинстве случаев могут отличить «фейковые новости»,2. В большинстве случаев могут отличить «фейковые новости»,1. Практически всегда могут отличить «фейковые новости»,2. В большинстве случаев могут отличить «фейковые новости»,2. В большинстве случаев могут отличить «фейковые новости»,2. В большинстве случаев могут отличить «фейковые новости»,1. Практически всегда могут отличить «фейковые новости»,2. В большинстве случаев могут отличить «фейковые новости»,3. В большинстве случаев не могут отличить «фейковые новости»,2. В большинстве случаев могут отличить «фейковые новости»,3. В большинстве случаев не могут отличить «фейковые новости»,2. В большинстве случаев могут отличить «фейковые новости»,2. В большинстве случаев могут отличить «фейковые новости»,2. В большинстве случаев могут отличить «фейковые новости»
5.10.2023 19:18:27,17) Ромодановский район,Рузаевка,2. Города и пгт,2. Женский,38,"4. Незаконченное высшее, высшее, ученая степень",3. Государственный или муниципальный служащий,#NULL!,#NULL!,#NULL!,,2. Холост (не замужем),1. Денег не хватает даже на питание,2. В отношениях с людьми следует быть осторожными,1. Большинству людей можно доверять,1. Пользуюсь,#NULL!,Пользуюсь,1. Пользуюсь,#NULL!,Пользуюсь,1. Пользуюсь,#NULL!,Пользуюсь,1. Пользуюсь,#NULL!,Пользуюсь,3. Не доверяю,#NULL!,Не доверяю,1. Пользуюсь,#NULL!,Пользуюсь,3. Не доверяю,#NULL!,Не доверяю,1. Пользуюсь,#NULL!,Пользуюсь,,"1. Знаю, что это такое",Новости вводящие в заблуждение,6. Затрудняюсь ответить,10. Затрудняюсь ответить,#NULL!,#NULL!,,5. Затрудняюсь ответить,5. Затрудняюсь ответить,В 5 фазе Марвел воскресят ЖЧ,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,,#NULL!,#NULL!,#NULL!,,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,1. Практически всегда могут отличить «фейковые новости»,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить
4.13.2023 16:37:29,23) Городской округ Саранск,Саранск,1. Саранск,2. Женский,37,"4. Незаконченное высшее, высшее, ученая степень",1. Работаю по найму в бюджетной сфере,#NULL!,#NULL!,#NULL!,,1. Женат (замужем),"4. На бытовую технику денег хватает, но автомобиль купить не можем",2. В отношениях с людьми следует быть осторожными,1. Большинству людей можно доверять,3. Не доверяю,#NULL!,Не доверяю,1. Пользуюсь,2. Доверяю,Пользуюсь и доверяю,1. Пользуюсь,2. Доверяю,Пользуюсь и доверяю,1. Пользуюсь,2. Доверяю,Пользуюсь и доверяю,2. Доверяю,#NULL!,Доверяю,2. Доверяю,#NULL!,Доверяю,3. Не доверяю,#NULL!,Не доверяю,1. Пользуюсь,2. Доверяю,Пользуюсь и доверяю,,"1. Знаю, что это такое","Придуманные, фальшивые новости",4. Несколько раз в год,3. Социальные сети,#NULL!,#NULL!,,2. Скорее чаще,2. Если есть возможность — проверяю,,3. Скорее нет,4. Определенно нет,2. В большинстве случаев могут отличить,1. Практически всегда могут отличить,,#NULL!,#NULL!,#NULL!,,1. Практически всегда могут отличить «фейковые новости»,1. Практически всегда могут отличить «фейковые новости»,1. Практически всегда могут отличить «фейковые новости»,1. Практически всегда могут отличить «фейковые новости»,1. Практически всегда могут отличить «фейковые новости»,1. Практически всегда могут отличить «фейковые новости»,1. Практически всегда могут отличить «фейковые новости»,1. Практически всегда могут отличить «фейковые новости»,1. Практически всегда могут отличить «фейковые новости»,1. Практически всегда могут отличить «фейковые новости»,1. Практически всегда могут отличить «фейковые новости»,1. Практически всегда могут отличить «фейковые новости»,1. Практически всегда могут отличить «фейковые новости»,1. Практически всегда могут отличить «фейковые новости»
4.20.2023 13:16:41,17) Ромодановский район,Рузаевка,2. Города и пгт,1. Мужской,19,"1. Основное (до 9 классов), среднее (до 10—11 классов)","5. Студент, учащийся",#NULL!,#NULL!,#NULL!,,2. Холост (не замужем),"4. На бытовую технику денег хватает, но автомобиль купить не можем",2. В отношениях с людьми следует быть осторожными,2. В отношениях с людьми следует быть осторожными,2. Доверяю,#NULL!,Доверяю,1. Пользуюсь,#NULL!,Пользуюсь,1. Пользуюсь,#NULL!,Пользуюсь,2. Доверяю,#NULL!,Доверяю,2. Доверяю,#NULL!,Доверяю,2. Доверяю,#NULL!,Доверяю,3. Не доверяю,#NULL!,Не доверяю,1. Пользуюсь,#NULL!,Пользуюсь,,4. Затрудняюсь ответить,Ложная информация,4. Несколько раз в год,1. Телевидение,3. Социальные сети,5. Газеты,,1. Безусловно чаще,5. Затрудняюсь ответить,,2. Скорее да,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,,#NULL!,#NULL!,#NULL!,,1. Практически всегда могут отличить «фейковые новости»,2. В большинстве случаев могут отличить «фейковые новости»,1. Практически всегда могут отличить «фейковые новости»,2. В большинстве случаев могут отличить «фейковые новости»,1. Практически всегда могут отличить «фейковые новости»,1. Практически всегда могут отличить «фейковые новости»,1. Практически всегда могут отличить «фейковые новости»,2. В большинстве случаев могут отличить «фейковые новости»,1. Практически всегда могут отличить «фейковые новости»,1. Практически всегда могут отличить «фейковые новости»,1. Практически всегда могут отличить «фейковые новости»,1. Практически всегда могут отличить «фейковые новости»,1. Практически всегда могут отличить «фейковые новости»,1. Практически всегда могут отличить «фейковые новости»
4.14.2023 13:54:38,25,Саранск,1. Саранск,2. Женский,22,"3. Среднее профессиональное (техникум, колледж)","4. Индивидуальный предприниматель, самозанятый","8. Домохозяйка, нахожусь в отпуске по уходу за ребенком",#NULL!,#NULL!,,1. Женат (замужем),"5. На автомобиль денег хватает, но квартиру или дом купить не можем",2. В отношениях с людьми следует быть осторожными,2. В отношениях с людьми следует быть осторожными,1. Пользуюсь,#NULL!,Пользуюсь,1. Пользуюсь,#NULL!,Пользуюсь,1. Пользуюсь,#NULL!,Пользуюсь,1. Пользуюсь,#NULL!,Пользуюсь,1. Пользуюсь,#NULL!,Пользуюсь,3. Не доверяю,#NULL!,Не доверяю,3. Не доверяю,#NULL!,Не доверяю,1. Пользуюсь,#NULL!,Пользуюсь,Новостные каналы,"1. Знаю, что это такое","Информационная война, неправда, которая выдаётся за правду.",1. Практически ежедневно,3. Социальные сети,"4. Друзья, родные, знакомые",8. Телеграм-каналы,,3. Скорее реже,1. Обязательно проверяю,Событие в Буче,4. Определенно нет,5. Затрудняюсь ответить,2. В большинстве случаев могут отличить,5. Затрудняюсь ответить,,#NULL!,#NULL!,#NULL!,,3. В большинстве случаев не могут отличить «фейковые новости»,3. В большинстве случаев не могут отличить «фейковые новости»,5. Затрудняюсь ответить,3. В большинстве случаев не могут отличить «фейковые новости»,3. В большинстве случаев не могут отличить «фейковые новости»,5. Затрудняюсь ответить,3. В большинстве случаев не могут отличить «фейковые новости»,3. В большинстве случаев не могут отличить «фейковые новости»,3. В большинстве случаев не могут отличить «фейковые новости»,3. В большинстве случаев не могут отличить «фейковые новости»,3. В большинстве случаев не могут отличить «фейковые новости»,3. В большинстве случаев не могут отличить «фейковые новости»,3. В большинстве случаев не могут отличить «фейковые новости»,3. В большинстве случаев не могут отличить «фейковые новости»
4.28.2023 12:53:35,25,Саранск,1. Саранск,1. Мужской,33,"4. Незаконченное высшее, высшее, ученая степень",2. Работаю по найму в коммерческой сфере,3. Государственный или муниципальный служащий,#NULL!,#NULL!,,2. Холост (не замужем),"4. На бытовую технику денег хватает, но автомобиль купить не можем",1. Большинству людей можно доверять,1. Большинству людей можно доверять,1. Пользуюсь,3. Не доверяю,"Пользуюсь, но не доверяю",1. Пользуюсь,3. Не доверяю,"Пользуюсь, но не доверяю",3. Не доверяю,#NULL!,Не доверяю,1. Пользуюсь,2. Доверяю,Пользуюсь и доверяю,1. Пользуюсь,3. Не доверяю,"Пользуюсь, но не доверяю",3. Не доверяю,#NULL!,Не доверяю,3. Не доверяю,#NULL!,Не доверяю,1. Пользуюсь,3. Не доверяю,"Пользуюсь, но не доверяю","ВКонтакте, Первый канал, браузер","1. Знаю, что это такое",Если новости не подтверждены другими каналами,4. Несколько раз в год,3. Социальные сети,#NULL!,#NULL!,,4. Безусловно реже,1. Обязательно проверяю,,3. Скорее нет,4. Определенно нет,2. В большинстве случаев могут отличить,1. Практически всегда могут отличить,,#NULL!,#NULL!,#NULL!,,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,2. В большинстве случаев могут отличить «фейковые новости»,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить,5. Затрудняюсь ответить
